Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,2017-11-20 12:10:05+00:00,0.0,1.0,0.0,Republican lawyers and lawmakers are working together to install conservative judges at a rate not seen in decades https://t.co/N3yYP2QoZN,30,@NYTimes
-0.836,2017-11-20 12:00:09+00:00,0.372,0.628,0.0,A Border Patrol agent was killed and his partner seriously injured in Texas while they were on patrol https://t.co/CEQbvfsxgx,31,@NYTimes
0.0,2017-11-20 11:50:10+00:00,0.0,1.0,0.0,Most of Manson's followers were young women who had fled middle-class homes. Here's a look at where they are now. https://t.co/Y2HJ2xWVZm,32,@NYTimes
-0.5574,2017-11-20 11:40:05+00:00,0.247,0.753,0.0,"Jana Novotna, the Czech tennis star, has died. She was 49. https://t.co/zt6Y5ooyqh",33,@NYTimes
0.0,2017-11-20 11:30:15+00:00,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/OkMeGgGG7v https://t.co/jDZjsTFHo6,34,@NYTimes
0.0,2017-11-20 11:15:10+00:00,0.0,1.0,0.0,"Jeffrey Tambor, the star of ""Transparent,"" will not return for the show's fifth season sexual misconduct allegations https://t.co/liQb4Z3hxZ",35,@NYTimes
-0.9076,2017-11-20 11:00:12+00:00,0.431,0.569,0.0,"Charles Manson, one of the most notorious murderers of the 20th century, has died. He was 83. https://t.co/UJ4tYN3a1s",36,@NYTimes
0.4215,2017-11-20 10:43:01+00:00,0.0,0.882,0.118,RT @nytimesworld: It took six years to find the melted fuel from Fukushima’s reactors. Japan hopes this will be a turning point. https://t.…,37,@NYTimes
-0.3818,2017-11-20 10:31:06+00:00,0.148,0.852,0.0,Cold and flu season is here. Here's what you need for when viruses come knocking. https://t.co/xRdsTgAoxs,38,@NYTimes
-0.5423,2017-11-20 10:15:03+00:00,0.189,0.811,0.0,"RT @nytimesworld: In France, as women speak out against sexual harassment, “what’s happening is a revolt” https://t.co/ZtjAEsw19v",39,@NYTimes
-0.7906,2017-11-20 09:59:04+00:00,0.318,0.682,0.0,A Japanese driver was killed in a collision with a military truck driven by a U.S. Marine stationed in Okinawa https://t.co/OpIFOjLDPQ,40,@NYTimes
-0.6369,2017-11-20 09:46:04+00:00,0.215,0.785,0.0,Robert Mugabe gave no sign that he recognized how severely the ground had shifted under him in such a short time https://t.co/AFEW86yIx0,41,@NYTimes
-0.2732,2017-11-20 09:30:11+00:00,0.16,0.84,0.0,Angela Merkel's attempt to form a new German government collapsed on Sunday https://t.co/Rp8IQhTurW,42,@NYTimes
0.5574,2017-11-20 09:13:14+00:00,0.0,0.841,0.159,"RT @itsjina: Raila Odinga left Kenya on the eve of today's Supreme Court ruling. He is now in Zanzibar.
https://t.co/D1ktZcSG8Q",43,@NYTimes
-0.2263,2017-11-20 09:01:05+00:00,0.087,0.913,0.0,Hundreds of protesters took to the streets in Paris after CNN aired footage of migrants being auctioned off in Libya https://t.co/X81bJ1L1DS,44,@NYTimes
-0.1226,2017-11-20 08:44:01+00:00,0.096,0.904,0.0,"""Australia is probably a place that has a more potent strain of toxic masculinity than America"" https://t.co/uulohnnQeD",45,@NYTimes
0.0,2017-11-20 08:22:59+00:00,0.0,1.0,0.0,"“I say hello to hundreds of people a day."" She's been a crossing guard at the same Harlem corner for 40 years. https://t.co/ZDNerLXm24",46,@NYTimes
0.0,2017-11-20 08:05:16+00:00,0.0,1.0,0.0,It’s Almost Thanksgiving! Let Us Be Your Guide https://t.co/aRJxsMBd7D,47,@NYTimes
0.7184,2017-11-20 07:50:09+00:00,0.0,0.625,0.375,"This chicken and lemon dish is, at once, lively and elegant https://t.co/wVQtNa7K0w",48,@NYTimes
0.0,2017-11-20 07:32:50+00:00,0.0,1.0,0.0,"Visit Mrs. Patmore's kitchen or Lady Mary's bedroom (scene of a scandal!) at this ""Downton Abbey"" exhibit https://t.co/ZymNKgwhfb",49,@NYTimes
-0.2263,2017-11-20 07:16:39+00:00,0.388,0.612,0.0,Will cash disappear? https://t.co/wh8vziR778,50,@NYTimes
0.2593,2017-11-20 06:59:04+00:00,0.185,0.587,0.228,"""My English friends never really got it, and that was fine. 'No presents? No religion? Just … supper?' "" https://t.co/sna1PdEWV3",51,@NYTimes
0.0,2017-11-20 06:40:29+00:00,0.0,1.0,0.0,What Became of the Manson Family? https://t.co/thcDG0QOr5,52,@NYTimes
-0.3818,2017-11-20 06:39:45+00:00,0.148,0.852,0.0,Cold and flu season is here. Here's what you need for when viruses come knocking. https://t.co/JilGIMUK2q,53,@NYTimes
0.0,2017-11-20 06:24:38+00:00,0.0,1.0,0.0,Manson Mythology and Pop Culture https://t.co/EW2zmtlAAh,54,@NYTimes
-0.6369,2017-11-20 06:09:26+00:00,0.296,0.704,0.0,Charles Manson Dies at 83; Wild-Eyed Leader of a Murderous Crew https://t.co/riMKCJdikC,55,@NYTimes
-0.9076,2017-11-20 06:08:14+00:00,0.487,0.513,0.0,"Breaking News: Charles Manson, one of the 20th century’s most notorious killers, has died.
https://t.co/rgq1I6E77H",56,@NYTimes
0.0,2017-11-20 05:56:19+00:00,0.0,1.0,0.0,Gardening in November? https://t.co/Zaaw0PuMRA,57,@NYTimes
-0.6908,2017-11-20 05:39:57+00:00,0.251,0.749,0.0,Opinion: Conservatives were right about Bill Clinton; once he failed to resign he really deserved to be impeached https://t.co/ZloP0fFUS5,58,@NYTimes
0.0,2017-11-20 05:23:16+00:00,0.0,1.0,0.0,Malcolm Young used his rhythm guitar to make AC/DC swing as much as it stomped. Hear 10 essential songs. https://t.co/kQ6WSuWbGo,59,@NYTimes
0.5719,2017-11-20 05:07:10+00:00,0.0,0.684,0.316,Ex-Leader Wins First Round of Chile’s Presidential Vote https://t.co/TqGEHv1Ezu,60,@NYTimes
0.1901,2017-11-20 05:03:48+00:00,0.0,0.907,0.093,"""You see those puddles of water,"" he said. ""It was just like that, but full of blood."" https://t.co/8HOmGDaMOx",61,@NYTimes
0.0,2017-11-20 04:46:58+00:00,0.0,1.0,0.0,"The more education that Democrats and Republicans have, the more their beliefs in climate change diverge https://t.co/z58h9Eu01h",62,@NYTimes
-0.6597,2017-11-20 04:29:42+00:00,0.216,0.784,0.0,An NYT investigation found U.S.-led airstrikes against ISIS are killing far more civilians than previously believed https://t.co/dDz9AWvS6t,63,@NYTimes
-0.5423,2017-11-20 04:11:36+00:00,0.28,0.72,0.0,‘Revolt’ in France Against Sexual Harassment Hits Cultural Resistance https://t.co/fLobxWdHlB,64,@NYTimes
-0.4767,2017-11-20 04:08:09+00:00,0.171,0.829,0.0,The broken glass left behind in Las Vegas tells its own story about that shooting https://t.co/CGUjcVpTBv,65,@NYTimes
0.7783,2017-11-20 03:50:42+00:00,0.0,0.657,0.343,"Patriots 33, Raiders 8: Patriots Get Hearty Welcome, and Win Over Raiders, in Mexico https://t.co/ZuJGkaGlt5",66,@NYTimes
0.5859,2017-11-20 03:46:26+00:00,0.107,0.655,0.238,"From @NYTStyles: ""The era in which men can shame women for their perfectly healthy vaginas is now coming to an end"" https://t.co/p7kO8B8DTS",67,@NYTimes
0.5106,2017-11-20 03:28:48+00:00,0.0,0.708,0.292,35 impressive dishes to bring to a Thanksgiving potluck https://t.co/ykGpKcLlhJ,68,@NYTimes
0.6369,2017-11-20 03:12:25+00:00,0.0,0.704,0.296,"Review: In This ‘Pride and Prejudice,’ Love Is a Zero-Sum Game https://t.co/Ez1gQUiI46",69,@NYTimes
0.0,2017-11-20 03:05:41+00:00,0.0,1.0,0.0,"Americans are drinking much more water and much less soda, a new study finds https://t.co/HHpFuUPEN8",70,@NYTimes
-0.8225,2017-11-20 02:48:11+00:00,0.409,0.591,0.0,Border Patrol Agent Killed in Texas in What a Senator Calls an Attack https://t.co/I7Y5zGfeHt,71,@NYTimes
-0.1698,2017-11-20 02:35:24+00:00,0.243,0.495,0.261,"Celebrating a 25-Year-Old Clinton Win, but Still Stung by a More Recent Defeat https://t.co/UT5aQYdv26",72,@NYTimes
0.8074,2017-11-20 02:26:35+00:00,0.0,0.673,0.327,"“My children respect and love her so much, and I do too. Why am I making that invisible?” https://t.co/Hjum4t1k5v",73,@NYTimes
0.4767,2017-11-20 02:08:02+00:00,0.0,0.846,0.154,An Earth-sized planet about 11 light-years from Earth could hold liquid water and conditions favorable for life https://t.co/uLb6JDWsIQ,74,@NYTimes
0.0,2017-11-20 01:49:54+00:00,0.0,1.0,0.0,Does your iPhone feel slower after Apple released new iPhones? Here's how to speed things back up. https://t.co/Y4a5Zta859,75,@NYTimes
0.128,2017-11-20 01:30:48+00:00,0.163,0.567,0.27,Ohio Lawmaker Who Backed Family Values Resigns Over ‘Inappropriate Behavior’ https://t.co/26LuGshL3f,76,@NYTimes
0.1779,2017-11-20 01:26:32+00:00,0.0,0.866,0.134,"8 new things to watch now on Netflix, HBO and Amazon Prime https://t.co/Ts8Lcwanlm",77,@NYTimes
0.1531,2017-11-20 01:08:48+00:00,0.169,0.615,0.215,Argentine Navy Pares Back Hopes of Finding Missing Submarine https://t.co/Y9D0DwOSPU,78,@NYTimes
0.0,2017-11-20 01:00:11+00:00,0.0,1.0,0.0,"After a few weeks of humdrum matchups, the NFL is back in full force https://t.co/SMOIIYyCf9",79,@NYTimes
-0.296,2017-11-20 00:40:19+00:00,0.18,0.82,0.0,Op-Ed Contributor: Why Do So Many Indian Children Go Missing? https://t.co/T08JOiSE5Z,80,@NYTimes
0.0,2017-11-20 00:34:04+00:00,0.0,1.0,0.0,Op-Ed Columnist: America Is Now an Outlier on Driving Deaths https://t.co/I1lHaITQgC,81,@NYTimes
0.5574,2017-11-20 00:14:50+00:00,0.0,0.795,0.205,"Review: ‘A Fantastic Woman’ Lives Up to Its Title, in More Ways Than One https://t.co/kaUa7pmPzj",82,@NYTimes
0.4019,2017-11-20 00:00:30+00:00,0.0,0.778,0.222,"“It’s consistent with other work we’ve done showing people want and value health insurance"" https://t.co/vowraKaxkP",83,@NYTimes
0.0,2017-11-19 23:57:03+00:00,0.0,1.0,0.0,Our coziest soup recipes https://t.co/JtFUv5a71o,84,@NYTimes
-0.4767,2017-11-19 23:56:59+00:00,0.362,0.638,0.0,Will Cutting the Health Mandate Pay for Tax Cuts? Not Necessarily https://t.co/H1oQzJVVnU,85,@NYTimes
0.3612,2017-11-19 23:28:56+00:00,0.0,0.8,0.2,"Like your Thanksgiving turkey crisp, golden and tender? Try this: https://t.co/JvPwwR3biy",86,@NYTimes
0.0,2017-11-19 23:10:58+00:00,0.0,1.0,0.0,Editorial: Mr. Mugabe Won’t Say What Zimbabwe Longs to Hear: I Quit https://t.co/I6tmaAEE0s,87,@NYTimes
0.0,2017-11-19 23:02:11+00:00,0.0,1.0,0.0,"Watch: After years of checking in with immigration officers, a man is told he will be deported… https://t.co/F8Mpz3yu6Q",88,@NYTimes
-0.4939,2017-11-19 22:45:02+00:00,0.198,0.802,0.0,“Justice League” collected a disappointing $96 million at North American theaters over the weekend https://t.co/Ed5L0BsZYd,89,@NYTimes
-0.5267,2017-11-19 22:30:10+00:00,0.256,0.63,0.113,Some French women feel so aggrieved that they started a petition to treat sexual harassment as a national emergency https://t.co/D17XUomZs2,90,@NYTimes
0.0,2017-11-19 22:15:37+00:00,0.0,1.0,0.0,Watch: A father entered the country illegally to be with his family. Now he’s facing deportation.… https://t.co/g7tHwtZjOE,91,@NYTimes
0.0,2017-11-19 22:00:20+00:00,0.0,1.0,0.0,Pancho Segura surmounted an impoverished childhood in Ecuador to become one of the world’s leading tennis players https://t.co/ojqhGLeeDa,92,@NYTimes
0.0,2017-11-19 21:45:03+00:00,0.0,1.0,0.0,"Harper Ediger, 14, will give monthly advice in The New York Times for Kids https://t.co/QaccK8cEYC",93,@NYTimes
-0.6249,2017-11-19 21:30:19+00:00,0.186,0.814,0.0,New York’s subway now has the worst on-time performance of any major rapid transit system in the world https://t.co/GyU3QzuH3Y,94,@NYTimes
-0.3612,2017-11-19 21:21:21+00:00,0.171,0.737,0.092,"Edward Blum isn't a lawyer, but he's a one-man legal factory fighting racial-preference policies across the U.S. https://t.co/6wPCdDN8cE",95,@NYTimes
0.7783,2017-11-19 21:15:05+00:00,0.0,0.673,0.327,"“My hope for the beautiful nation"": What Zimbabweans have to say about life under Mugabe https://t.co/J8iw8RiyiW",96,@NYTimes
0.0,2017-11-19 21:00:13+00:00,0.0,1.0,0.0,"After years of checking in with immigration officers, a man is told he will be deported as his daughter prepares to… https://t.co/U3PGW27hgD",97,@NYTimes
0.2023,2017-11-19 20:45:04+00:00,0.0,0.816,0.184,The top story lines for NFL Week 11 https://t.co/3U99mATtXj,98,@NYTimes
-0.6124,2017-11-19 20:30:16+00:00,0.3,0.7,0.0,Robert Mugabe stunned Zimbabwe with a speech in which he refused to say whether he would resign https://t.co/d28OpofxlP,99,@NYTimes
0.7351,2017-11-19 20:23:04+00:00,0.0,0.592,0.408,"An excellent dark comedy returns and a new, super-geeky one debuts https://t.co/o04mYSrhy8",100,@NYTimes
