Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.4019,2017-12-02 15:41:02+00:00,0.0,0.876,0.124,"With the passage of a Senate tax plan, Republicans are close to a big victory. But will it help them politically? https://t.co/KInO87k6Xq",26,@NYTimes
0.0,2017-12-02 15:26:01+00:00,0.0,1.0,0.0,"The U.S. Senate passed the most sweeping tax rewrite in decades. The new Republican tax plan affects families, smal… https://t.co/6Jrs41sVbz",27,@NYTimes
0.34,2017-12-02 15:12:04+00:00,0.0,0.893,0.107,"Who gains from the U.S. Republican tax plan? Two economists, one from each side of the debate, make their cases. https://t.co/SX0F84ETVN",28,@NYTimes
0.2023,2017-12-02 15:02:01+00:00,0.0,0.909,0.091,"Some colleges have more students from the top 1% than the bottom 60. Find yours. https://t.co/coxMm43wI6 

This was… https://t.co/yeeDxmUf9B",29,@NYTimes
0.0,2017-12-02 14:41:01+00:00,0.0,1.0,0.0,Updated timeline: What we now know about Michael Flynn’s phone calls with Russia https://t.co/u5HLzR0SAh,30,@NYTimes
0.0,2017-12-02 14:21:01+00:00,0.0,1.0,0.0,"""Everyone else in the family has my husband’s last name and brown eyes. Even a toddler could tell I was an outsider… https://t.co/EIvAVlMheY",31,@NYTimes
0.4404,2017-12-02 14:01:08+00:00,0.0,0.854,0.146,"Jay-Z in an interview with executive editor Dean Baquet: ""The strongest thing a man can do is cry.""… https://t.co/EsAyn24IEf",32,@NYTimes
-0.6369,2017-12-02 13:41:05+00:00,0.178,0.822,0.0,"RT @nytopinion: The Senate tax bill is expected to add more than $1.4 trillion to the federal deficit, a debt that will be paid by the poor…",33,@NYTimes
-0.4215,2017-12-02 13:21:02+00:00,0.237,0.763,0.0,Opinion: 10 key takeaways from Michael Flynn’s guilty plea https://t.co/8pQvqNJx3L,34,@NYTimes
0.0,2017-12-02 13:02:06+00:00,0.0,1.0,0.0,Here's how each senator voted on the Republican tax bill https://t.co/zDHX5KEsOI,35,@NYTimes
0.6369,2017-12-02 12:41:02+00:00,0.0,0.588,0.412,The 10 best books of 2017 https://t.co/949YQcMnnm,36,@NYTimes
0.0,2017-12-02 12:21:04+00:00,0.0,1.0,0.0,These documents raise new questions about what then President-elect Trump knew about Michael Flynn’s conversations https://t.co/R3E14fyzuK,37,@NYTimes
0.5859,2017-12-02 12:02:07+00:00,0.0,0.853,0.147,"RT @nytpolitics: The Senate passed the most sweeping tax overhaul in decades, a big win for President Trump. It now must be reconciled with…",38,@NYTimes
0.5859,2017-12-02 11:39:48+00:00,0.0,0.774,0.226,Scallops see their world with hundreds of eyes — and each one is amazing https://t.co/B9g4g1vimR,39,@NYTimes
0.0772,2017-12-02 11:20:31+00:00,0.0,0.902,0.098,A reporter returns to Ohio to discuss the challenges of teaching climate change https://t.co/RmvKHmr2JT,40,@NYTimes
0.0,2017-12-02 11:00:42+00:00,0.0,1.0,0.0,"Experience the new Seven Wonders of the World, in 360° video https://t.co/FwHMgXhOER",41,@NYTimes
0.34,2017-12-02 10:42:53+00:00,0.0,0.833,0.167,The Getaway: Sending Out an SOS: The Rise of Travel Security Apps https://t.co/YRLNLWH6S0,42,@NYTimes
0.0,2017-12-02 10:39:48+00:00,0.0,1.0,0.0,Wine School: Your Next Lesson: Amontillado https://t.co/5q5Tb9fAzh,43,@NYTimes
0.6249,2017-12-02 10:38:05+00:00,0.0,0.796,0.204,"RT @AKannapell: What We’re Reading: great work by @ProPublica @CBCRadioCanada @scrawford @connpost and more, via @AnnaDubenko @jessemckinle…",44,@NYTimes
-0.5267,2017-12-02 10:36:37+00:00,0.298,0.702,0.0,Bali Volcano Evacuees Sneak Back into Danger Zone https://t.co/bGIULl4VNU,45,@NYTimes
-0.4754,2017-12-02 10:19:21+00:00,0.147,0.853,0.0,"RT @nytopinion: The votes for the bill by Susan Collins, John McCain and Jeff Flake were particularly disheartening. https://t.co/bzu0P5CQzu",46,@NYTimes
-0.5574,2017-12-02 10:02:13+00:00,0.286,0.714,0.0,Ban on Teflon Chemical Tied to Fewer Low-Weight Babies https://t.co/tSrBmmRLVa,47,@NYTimes
-0.2263,2017-12-02 09:48:42+00:00,0.174,0.826,0.0,Honduras Declares Curfew as Protests Over Vote Count Continue https://t.co/1MnX9ejPWd,48,@NYTimes
0.0,2017-12-02 09:30:39+00:00,0.0,1.0,0.0,How 41 people in Lithuania took over your Facebook feed https://t.co/PhMNyYOq6p,49,@NYTimes
0.765,2017-12-02 09:11:02+00:00,0.0,0.708,0.292,"Two Englishmen took a shared love of boat life and books, and turned it into London's quirkiest bookstore https://t.co/MGmQvmnQM6",50,@NYTimes
-0.8555,2017-12-02 08:44:20+00:00,0.344,0.656,0.0,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/r13etdD1td,51,@NYTimes
0.0,2017-12-02 08:24:32+00:00,0.0,1.0,0.0,Here are excerpts from Michael Flynn's court documents and what they mean https://t.co/S6lzBaX8CZ,52,@NYTimes
-0.3818,2017-12-02 08:05:54+00:00,0.206,0.794,0.0,"Mexico’s Government Is Blocking Its Own Anti-Corruption Drive, Commissioners Say https://t.co/TgIqGltUOJ",53,@NYTimes
0.0,2017-12-02 08:02:21+00:00,0.0,1.0,0.0,Playlist: The Playlist: The Hold Steady Get Revved Up and 9 More New Songs https://t.co/119ZBQFLHL,54,@NYTimes
-0.8481,2017-12-02 07:53:35+00:00,0.38,0.62,0.0,A bacterium that lives in the mouth is also hiding in cancer cells – and making scientists increasingly uneasy https://t.co/S8gZWqSYrI,55,@NYTimes
-0.4754,2017-12-02 07:34:37+00:00,0.162,0.838,0.0,Why are the 50-year-olds of today more unhappy with their finances than 50-year-olds used to be? https://t.co/1KorbDuilu,56,@NYTimes
0.0,2017-12-02 07:34:37+00:00,0.0,1.0,0.0,Here's how each senator voted on the Republican tax bill https://t.co/enDEsXz0CZ,57,@NYTimes
0.34,2017-12-02 07:17:19+00:00,0.0,0.833,0.167,News Analysis: Republicans Near a Big Win — but Will It Lift Them Politically? https://t.co/sEcFp84lZT,58,@NYTimes
0.0,2017-12-02 07:00:22+00:00,0.0,1.0,0.0,Editorial: A Historic Tax Heist https://t.co/ePbHzZjpOj,59,@NYTimes
0.5859,2017-12-02 06:56:41+00:00,0.0,0.808,0.192,"The Senate passed its tax overhaul, a major win for President Trump and also a longtime G.O.P. goal
https://t.co/PRwdFuJFCq",60,@NYTimes
0.0,2017-12-02 06:45:50+00:00,0.0,1.0,0.0,"Seeking Russian Presidency, Socialite Hits the Campaign Trail https://t.co/FScWEOZQYC",61,@NYTimes
0.5574,2017-12-02 06:41:50+00:00,0.0,0.753,0.247,"People who can’t stand U2’s earnest, heal-the-world side may want to turn elsewhere right now https://t.co/6U5nX07V2z",62,@NYTimes
-0.5106,2017-12-02 06:22:07+00:00,0.248,0.752,0.0,"RT @nytpolitics: A Hasty, Hand-Scribbled Tax Bill Sets Off an Outcry https://t.co/OhAXKJ9QTL",63,@NYTimes
0.0,2017-12-02 06:06:03+00:00,0.0,1.0,0.0,RT @thomaskaplan: The Senate is about to vote on an amendment to eliminate the ANWR provision from the tax bill. We'll be counting votes: h…,64,@NYTimes
0.2023,2017-12-02 05:52:08+00:00,0.0,0.899,0.101,Senate is voting on amendments after Republicans released a revised tax bill with significant changes. Latest updat… https://t.co/I1XmvKVLM8,65,@NYTimes
0.0,2017-12-02 05:34:03+00:00,0.0,1.0,0.0,"RT @NYTSports: The Yankees have chosen Aaron Boone, who hit one of the biggest homers in team history, to be their next manager.  He has no…",66,@NYTimes
0.0,2017-12-02 05:32:05+00:00,0.0,1.0,0.0,"By midafternoon on Friday, Republicans had the votes to pass their tax bill in the Senate. What they did not have w… https://t.co/XKvoSiVLsf",67,@NYTimes
0.2263,2017-12-02 05:19:13+00:00,0.0,0.913,0.087,"RT @nytgraphics: LIVE: Senate passes amendment to allow 529 savings plans to be used for elementary and secondary schools, including privat…",68,@NYTimes
0.0,2017-12-02 05:14:09+00:00,0.0,1.0,0.0,RT @nytpolitics: Latest from the Senate: Vice President Mike Pence provided a tie-breaking vote to pass an amendment on the tax bill offere…,69,@NYTimes
0.1531,2017-12-02 05:02:06+00:00,0.139,0.693,0.168,James Comey quoted a Bible passage about justice on Twitter just after Michael Flynn pleaded guilty https://t.co/Ni9jnX8BJn,70,@NYTimes
-0.5106,2017-12-02 04:48:43+00:00,0.292,0.708,0.0,"A Hasty, Hand-Scribbled Tax Bill Sets Off an Outcry https://t.co/yxAKSolF4e",71,@NYTimes
0.1027,2017-12-02 04:47:06+00:00,0.089,0.806,0.105,"RT @NYTNational: As Roy Moore has sought to undermine his accusers in Alabama, he has focused on Gloria Allred as a foil. https://t.co/1nem…",72,@NYTimes
0.7096,2017-12-02 04:32:07+00:00,0.0,0.688,0.312,"The best TV shows and movies new to Netflix, Amazon and more in December https://t.co/HMt6xCJVZr",73,@NYTimes
0.2023,2017-12-02 04:25:14+00:00,0.0,0.833,0.167,Harvard Agrees to Turn Over Records Amid Discrimination Inquiry https://t.co/ko7sj0Rfoy,74,@NYTimes
0.5994,2017-12-02 04:10:55+00:00,0.0,0.754,0.246,RT @nytgraphics: LIVE: How senators voted on Marco Rubio's amendment to expand the child tax credit https://t.co/UIEV6R4u7b,75,@NYTimes
0.2023,2017-12-02 04:02:28+00:00,0.0,0.886,0.114,Republicans are on the verge of passing tax bill with significant revisions. Latest updates: https://t.co/MD3VjTx5JP,76,@NYTimes
0.0,2017-12-02 03:47:02+00:00,0.0,1.0,0.0,"RT @nytpolitics: For Trump's team, watching one of their own hauled before a judge dampened any celebration over developments in Congress.…",77,@NYTimes
0.0,2017-12-02 03:32:07+00:00,0.0,1.0,0.0,What we know about the connections between Trump officials and Russia https://t.co/CG88ett5re,78,@NYTimes
0.0,2017-12-02 03:17:03+00:00,0.0,1.0,0.0,"Experience the new Seven Wonders of the World, in 360° video https://t.co/xJQS0Qgz8N",79,@NYTimes
-0.5106,2017-12-02 03:02:04+00:00,0.193,0.807,0.0,RT @nytopinion: It’s hard to find a precedent for how quickly President Trump’s inner circle has become consumed by scandal. https://t.co/G…,80,@NYTimes
-0.25,2017-12-02 02:47:01+00:00,0.155,0.747,0.098,American Airlines said it resolved a scheduling problem that left thousands of flights without pilots https://t.co/mACoaXwnc8,81,@NYTimes
0.0,2017-12-02 02:31:10+00:00,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/e6eLHwpyxB,82,@NYTimes
0.0,2017-12-02 02:16:05+00:00,0.0,1.0,0.0,"Aaron Boone, who hit one of the most indelible home runs in Yankees history, will be the team’s next manager https://t.co/msA0MbV4Sv",83,@NYTimes
0.2023,2017-12-02 02:00:24+00:00,0.0,0.909,0.091,"Some colleges have more students from the top 1% than the bottom 60. Find yours. https://t.co/DFVqfA1ZC9 

This was… https://t.co/j7j5KeeVi9",84,@NYTimes
0.4019,2017-12-02 01:47:03+00:00,0.0,0.886,0.114,"RT @BCAppelbaum: After eight years of promising fiscal rectitude and blasting the profligacy of the Obama administration, the GOP is on the…",85,@NYTimes
-0.5719,2017-12-02 01:32:06+00:00,0.227,0.773,0.0,Officials warn that diphtheria is spreading in Yemen and will worsen unless Saudi blockade is completely lifted  https://t.co/qOYxm1L9KP,86,@NYTimes
-0.8225,2017-12-02 01:17:04+00:00,0.375,0.625,0.0,"Republicans, who criticized the federal debt under Obama, are pushing a tax cut that would send debt to new heights https://t.co/GWLYDWhmbX",87,@NYTimes
0.0,2017-12-02 01:01:44+00:00,0.0,1.0,0.0,Watch the full discussion between executive editor Dean Baquet and Jay-Z https://t.co/z7FpNpCpfl https://t.co/DgmuVA6cEn,88,@NYTimes
-0.0772,2017-12-02 00:47:03+00:00,0.141,0.736,0.123,2 productions of plays by Israel Horovitz have been canceled after sexual misconduct accusations https://t.co/P80KB548cC,89,@NYTimes
-0.4215,2017-12-02 00:32:07+00:00,0.237,0.763,0.0,Former NSA employee pleads guilty to taking classified information https://t.co/jVmoPwyx9i,90,@NYTimes
0.0,2017-12-02 00:17:04+00:00,0.0,1.0,0.0,"RT @TheSteinLine: Latest @NYTSports On Pro Basketball column: Rings, retirement and a little tennis trash talk with David Lee (@DLee042) —&gt;…",91,@NYTimes
0.0,2017-12-02 00:02:08+00:00,0.0,1.0,0.0,Updated timeline: What we now know about Michael Flynn’s phone calls with Russia https://t.co/Jb7fgooQ2J,92,@NYTimes
0.0,2017-12-01 23:47:04+00:00,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/3UL5ZSeXMi,93,@NYTimes
-0.0258,2017-12-01 23:32:12+00:00,0.16,0.686,0.154,"Listen to a special episode of ""The Daily"" on Michael Flynn's guilty plea https://t.co/22ObfSmUTg https://t.co/frsOTGWJP7",94,@NYTimes
0.2023,2017-12-01 23:17:05+00:00,0.122,0.705,0.173,The GOP tax plan can be confusing. Here’s some help deciphering it. https://t.co/zMsazP8uaZ,95,@NYTimes
0.7096,2017-12-01 23:02:07+00:00,0.0,0.688,0.312,"The best TV shows and movies new to Netflix, Amazon and more in December https://t.co/lfgj6YGhSR",96,@NYTimes
0.0,2017-12-01 22:47:06+00:00,0.0,1.0,0.0,"RT @nytopinion: After Flynn, are Kushner and Don Jr. next? https://t.co/YLPJER3vSL",97,@NYTimes
-0.5423,2017-12-01 22:32:02+00:00,0.189,0.811,0.0,"Taxpayers paid for a Texas lawmaker's $84,000 sexual harassment settlement, which was 1 of 6 settlements since 2013 https://t.co/WS4RWAO3tL",98,@NYTimes
-0.4215,2017-12-01 22:17:04+00:00,0.237,0.763,0.0,Opinion: 10 key takeaways from Michael Flynn’s guilty plea https://t.co/uKiy1Ouu5b,99,@NYTimes
0.5574,2017-12-01 22:00:22+00:00,0.0,0.769,0.231,A last hurrah at the Upright Citizens Brigade's longest-standing and most storied location https://t.co/GvF8Nt6Yz5,100,@NYTimes
